상세페이지URL,로고URL,상호명,별점,최소주문금액,소요시간,리뷰수
https://www.yogiyo.co.kr/mobile/#/374681/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20191015_374681_홍대자연보쌈_대표사진_200x200.jpg,홍대자연보쌈,,"17,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/374684/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20191015_374684_홍대자연족발세트_대표사진_200x200.jpg,홍대자연족발세트,,"17,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/374680/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영_한마리후라이드치킨_Side01_300x300_e4RqUAB.jpg,홍대자연치킨,,"17,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/374953/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영합성_떡볶이-순살후라이드치킨-양념치킨순살_Top01_300x300.jpg,마약치킨과떡볶이,,"17,000원 이상 배달",25~35분,0
https://www.yogiyo.co.kr/mobile/#/374954/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영_후라이드파닭_Side02_300x300_7mGddgH.jpg,홍대옛날치킨&떡볶이,,"17,000원 이상 배달",20~30분,0
https://www.yogiyo.co.kr/mobile/#/374955/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영_양념치킨다리날개_Top01_300x300.jpg,소문난마약치킨,,"17,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/374952/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영_순살후라이드치킨_Side01_300x300_vw2NXgy.jpg,22년전통옛날치킨,,"17,000원 이상 배달",30~40분,0
https://www.yogiyo.co.kr/mobile/#/373801/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영_양념치킨다리날개_Top01_300x300.jpg,소문난마약치킨,,"17,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/373801/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20191014_373800_곱깨비-연남본점_대표사진_200x200.jpg,곱깨비직화불닭치킨-홍대입구점,,"18,000원 이상 배달",60~70분,0
https://www.yogiyo.co.kr/mobile/#/373802/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20191014_373800_곱깨비-연남본점_대표사진_200x200.jpg,곱깨비찜닭-서교점,,"18,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/373803/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20191014_373800_곱깨비-연남본점_대표사진_200x200.jpg,곱깨비불맛오돌뼈-동교점,,"18,000원 이상 배달",50~60분,0
https://www.yogiyo.co.kr/mobile/#/375053/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20191014_375053_통후추치킨n호또치킨_대표사진_200x200.jpg,통후추치킨n호또치킨,,"17,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/378518/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20200123_378518_순살봉구통닭-망원점_대표사진_300x300.jpg,순살봉구통닭-망원점,,"14,900원 이상 배달",45~55분,0
https://www.yogiyo.co.kr/mobile/#/378523/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20200123_378523_맵닭봉구통닭-망원점_대표사진_300x300.jpg,맵닭봉구통닭-망원점,,"14,900원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/378525/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20200123_378525_치맥은봉구통닭-망원점_대표사진_300x300.jpg,치맥은봉구통닭-망원점,,"14,900원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/416069/,https://www.yogiyo.co.kr/media/franchise_logos/팔땡치킨_20200120_Franchise_crop_200x200.jpg,팔땡치킨-마포공덕점,,"14,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/355444/,https://www.yogiyo.co.kr/media/restaurant_logos/업체자체_20190813_355444_상수닭_대표사진_200x200.jpg,상수닭,,"12,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/300504/,https://www.yogiyo.co.kr/media/restaurant_logos/후라이드치킨01_20131128_FoodAD_crop_200x200_7JrmYa2.jpg,로켓치킨,,"15,000원 이상 배달",30~40분,0
https://www.yogiyo.co.kr/mobile/#/405562/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20191112_DHK촬영합성_양념치킨-한마리후라이드치킨_Top02_300x300_Bmw3Npt.jpg,Hot또바기치킨,,"13,500원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/405563/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20191112_DHK촬영합성_한마리후라이드치킨-후라이드파닭순살_Top01_300x300_Rkg1UtW.jpg,핫스파이스치킨앤양념치킨,,"13,500원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/277709/,https://www.yogiyo.co.kr/media/restaurant_logos/후라이드치킨11_20131128_FoodAD_crop_200x200_iS8t3tl.jpg,오포닭,,"14,000원 이상 배달",,0
https://www.yogiyo.co.kr/mobile/#/409535/,https://www.yogiyo.co.kr/media/restaurant_logos/스탁_20190801_DHK촬영_날개후라이드치킨_Side03_300x300_ezU8Rez.jpg,러버덕-여의도점,,"18,000원 이상 배달",15~25분,0
